cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength,,,min,max,,,std_fineagg,std_age
425,106.3,0,151.4,18.6,936,803.7,7,46.8,,,,,,,,
238.1,0,94.1,186.7,7,949.9,847,56,39.59,,,,,,,,
284,15,141,179,5.5,842,801,3,13.4,,,,,,,,
349,0,0,192,0,1047,806.9,3,15.05,,,,,,,,
152,178,139,168,18,944,695,28,36.35,,,,,,,,
160.2,188,146.4,203.2,11.3,828.7,709.7,28,35.31,,,,,,,,
202,11,141,206,1.7,942,801,7,15.07,,,,,,,,
194.7,0,100.5,170.2,7.5,998,901.8,3,12.18,,,,,,,,
156,178,187,221,7,854,614,28,29.41,,,,,,,,
222.4,0,96.7,189.3,4.5,967.1,870.3,14,24.45,,,,,,,,
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15,,,,,,,,
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,,,,,,,,
266,114,0,228,0,932,670,90,47.03,,,,,,,,
194.7,0,100.5,165.6,7.5,1006.4,905.9,56,33.96,,,,,,,,
349,0,0,192,0,1056,809,28,33.61,,,,,,,,
380,95,0,228,0,932,594,7,32.82,,,,,,,,
151,0,184,167,12,991,772,28,15.57,,,,,,,,
376,0,0,214.6,0,1003.5,762.4,3,16.28,,,,,,,,
212,0,124.8,159,7.8,1085.4,799.5,28,38.5,,,,,,,,
310,0,0,192,0,971,850.6,3,9.87,,,,,,,,
307,0,0,193,0,968,812,180,34.49,,,,,,,,
166,259.7,0,183.2,12.7,858.8,826.8,28,37.92,,,,,,,,
252.5,0,0,185.7,0,1111.6,784.3,7,11.48,,,,,,,,
475,118.8,0,181.1,8.9,852.1,781.5,28,68.3,,,,,,,,
229.7,0,118.2,195.2,6.1,1028.1,757.6,28,24.54,,,,,,,,
158.8,238.2,0,185.7,0,1040.6,734.3,7,9.62,,,,,,,,
139.9,132.6,103.3,200.3,7.4,916,753.4,28,36.44,,,,,,,,
349,0,0,192,0,1047,806,3,14.99,,,,,,,,
157,236,0,192,0,935.4,781.2,3,9.69,,,,,,,,
122.6,183.9,0,203.5,0,958.2,800.1,7,10.35,,,,,,,,
218.9,0,124.1,158.5,11.3,1078.7,794.9,14,26.05,,,,,,,,
331,0,0,192,0,978,825,90,37.23,,,,,,,,
295,0,0,185,0,1069,769,28,25.18,,,,,,,,
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,,,,,,,,
374.3,0,0,190.2,6.7,1013.2,730.4,28,39.06,,,,,,,,
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.8,,,,,,,,
298.1,0,107,186.4,6.1,879,815.2,28,42.64,,,,,,,,
190,190,0,228,0,932,670,365,53.69,,,,,,,,
350,0,0,186,0,1050,770,28,34.29,,,,,,,,
303.6,139.9,0,213.5,6.2,895.5,722.5,28,33.42,,,,,,,,
350,0,0,203,0,974,775,28,27.34,,,,,,,,
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,,,,,,,,
339,0,0,185,0,1069,754,7,21.16,,,,,,,,
252.3,0,98.8,146.3,14.2,987.8,889,3,21.78,,,,,,,,
380,95,0,228,0,932,594,365,43.7,,,,,,,,
500,0,0,200,0,1125,613,180,51.04,,,,,,,,
249.1,0,98.8,158.1,12.8,987.8,889,28,30.85,,,,,,,,
167,75.4,167,164,7.9,1007.3,770.1,56,53.46,,,,,,,,
381.4,0,0,185.7,0,1104.6,784.3,28,22.49,,,,,,,,
500,0,0,200,0,1125,613,28,44.09,,,,,,,,
212,141.3,0,203.5,0,973.4,750,28,33,,,,,,,,
255,0,0,192,0,889.8,945,7,10.22,,,,,,,,
220.8,147.2,0,185.7,0,1055,744.3,7,13.09,,,,,,,,
192,288,0,192,0,929.8,716.1,28,39.32,,,,,,,,
213.7,0,174.7,154.8,10.2,1053.5,776.4,100,50.08,,,,,,,,
190.3,0,125.2,161.9,9.9,1088.1,802.6,3,9.45,,,,,,,,
540,0,0,162,2.5,1040,676,28,79.99,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3,,,,,,,,
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,,,,,,,,
289,0,0,192,0,913.2,895.3,7,14.6,,,,,,,,
108.3,162.4,0,203.5,0,938.2,849,28,20.59,,,,,,,,
210.7,316.1,0,185.7,0,977,689.3,28,37.81,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3,,,,,,,,
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.73,,,,,,,,
140,164,128,237,6,869,656,28,35.23,,,,,,,,
540,0,0,173,0,1125,613,90,69.66,,,,,,,,
135.7,203.5,0,185.7,0,1076.2,759.3,28,18.2,,,,,,,,
150.9,0,183.9,166.6,11.6,991.2,772.2,28,15.57,,,,,,,,
469,117.2,0,137.8,32.2,852.1,840.5,7,54.9,,,,,,,,
290.4,0,96.2,168.1,9.4,961.2,865,100,48.97,,,,,,,,
167,75.4,167,164,7.9,1007.3,770.1,100,56.81,,,,,,,,
250.2,166.8,0,203.5,0,977.6,694.1,7,19.35,,,,,,,,
236,0,0,194,0,968,885,28,18.42,,,,,,,,
192,288,0,192,0,929.8,716.1,7,21.48,,,,,,,,
333,17.5,163,167,17.9,996,652,28,47.28,,,,,,,,
158.8,238.2,0,185.7,0,1040.6,734.3,28,21.07,,,,,,,,
252.3,0,98.8,146.3,14.2,987.8,889,28,50.6,,,,,,,,
446,24,79,162,11.6,967,712,7,38.02,,,,,,,,
254,0,0,198,0,968,863,365,29.79,,,,,,,,
349,0,0,192,0,1047,806,360,42.13,,,,,,,,
213.5,0,174.2,159.2,11.7,1043.6,771.9,3,15.61,,,,,,,,
251.4,0,118.3,188.5,5.8,1028.4,757.7,28,29.65,,,,,,,,
194.7,0,100.5,170.2,7.5,998,901.8,56,43.39,,,,,,,,
135,105,193,196,6,965,643,28,21.91,,,,,,,,
277.1,0,97.4,160.6,11.8,973.9,875.6,28,48.28,,,,,,,,
251.4,0,118.3,188.5,5.8,1028.4,757.7,100,43.58,,,,,,,,
387,20,94,157,14.3,938,845,3,22.75,,,,,,,,
525,0,0,189,0,1125,613,3,33.8,,,,,,,,
151,0,185,167,16,1074,678,28,13.46,,,,,,,,
146.5,114.6,89.3,201.9,8.8,860,829.5,28,19.99,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3,,,,,,,,
313.3,145,0,178.5,8,1001.9,688.7,28,41.05,,,,,,,,
250.2,166.8,0,203.5,0,977.6,694.1,28,36.96,,,,,,,,
374,0,0,190,7,1013,730,28,39.05,,,,,,,,
146,230,0,202,3,827,872,28,33.06,,,,,,,,
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,,,,,,,,
212.1,0,121.6,180.3,5.7,1057.6,779.3,14,20.92,,,,,,,,
400,0,0,187,0,1025,745,7,30.14,,,,,,,,
212.6,0,100.4,159.4,10.4,1003.8,903.8,56,44.4,,,,,,,,
275,0,0,183,0,1088,808,28,24.5,,,,,,,,
540,0,0,173,0,1125,613,180,71.62,,,,,,,,
376,0,0,214.6,0,1003.5,762.4,56,36.3,,,,,,,,
314,0,113,170,10,925,783,28,38.46,,,,,,,,
298,0,107,164,13,953,784,28,35.86,,,,,,,,
251.4,0,118.3,192.9,5.8,1043.6,754.3,100,40.15,,,,,,,,
296,0,106.7,221.4,10.5,819.2,778.4,28,31.42,,,,,,,,
251.4,0,118.3,192.9,5.8,1043.6,754.3,14,20.73,,,,,,,,
153,102,0,192,0,888,943.1,3,4.78,,,,,,,,
314,145.3,113.2,178.9,8,869.1,690.2,28,46.23,,,,,,,,
190.3,0,125.2,166.6,9.9,1079,798.9,100,33.56,,,,,,,,
446,24,79,162,11.6,967,712,3,23.35,,,,,,,,
307,0,0,193,0,968,812,90,32.92,,,,,,,,
516,0,0,162,8.3,801,802,28,41.37,,,,,,,,
168,42.1,163.8,121.8,5.7,1058.7,780.1,56,32.85,,,,,,,,
427.5,47.5,0,228,0,932,594,7,35.08,,,,,,,,
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,,,,,,,,
333,0,0,192,0,931.2,842.6,7,23.4,,,,,,,,
339,0,0,197,0,968,781,7,20.97,,,,,,,,
152,0,112,184,8,992,816,28,12.18,,,,,,,,
213.8,98.1,24.5,181.7,6.7,1066,785.5,3,13.18,,,,,,,,
152.7,144.7,0,178.1,8,999.7,822.2,28,19.01,,,,,,,,
198.6,132.4,0,192,0,978.4,825.5,7,14.64,,,,,,,,
222.4,0,96.7,189.3,4.5,967.1,870.3,3,11.58,,,,,,,,
305,0,100,196,10,959,705,28,30.12,,,,,,,,
375,0,0,186,0,1038,758,7,26.06,,,,,,,,
297.2,0,117.5,174.8,9.5,1022.8,753.5,100,56.74,,,,,,,,
148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.7,,,,,,,,
272.8,105.1,81.8,209.7,9,904,679.7,28,37.17,,,,,,,,
424,22,132,168,8.9,822,750,3,32.11,,,,,,,,
359,19,141,154,10.9,942,801,7,38.61,,,,,,,,
332.5,142.5,0,228,0,932,594,28,33.02,,,,,,,,
380,95,0,228,0,932,594,28,36.45,,,,,,,,
446,24,79,162,11.6,967,712,7,52.01,,,,,,,,
108.3,162.4,0,203.5,0,938.2,849,7,7.72,,,,,,,,
249.1,0,98.8,158.1,12.8,987.8,889,14,28.68,,,,,,,,
389.9,189,0,145.9,22,944.7,755.8,7,59.09,,,,,,,,
250,0,95.7,191.8,5.3,948.9,857.2,14,24.66,,,,,,,,
213.7,0,174.7,154.8,10.2,1053.5,776.4,3,17.57,,,,,,,,
165,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,,,,,,,,
182,45.2,122,170.2,8.2,1059.4,780.7,28,31.27,,,,,,,,
469,117.2,0,137.8,32.2,852.1,840.5,28,66.9,,,,,,,,
154,174,185,228,7,845,612,28,24.34,,,,,,,,
250,0,0,182,0,1100,820,28,20.87,,,,,,,,
200,133,0,192,0,965.4,806.2,28,30.44,,,,,,,,
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,,,,,,,,
164.2,0,200.1,181.2,12.6,849.3,846,28,15.09,,,,,,,,
382.5,0,0,185.7,0,1047.8,739.3,7,24.07,,,,,,,,
313,161,0,178,10,917,759,28,52.44,,,,,,,,
250,180,95,159,9.5,860,800,28,67.87,,,,,,,,
397,0,0,185,0,1040,734,28,39.09,,,,,,,,
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,,,,,,,,
190.3,0,125.2,161.9,9.9,1088.1,802.6,56,38.56,,,,,,,,
331,170,0,195,8,811,802,28,56.61,,,,,,,,
229.7,0,118.2,195.2,6.1,1028.1,757.6,14,22.32,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2,,,,,,,,
385,0,0,186,0,966,763,1,6.27,,,,,,,,
238.1,0,94.1,186.7,7,949.9,847,14,25.69,,,,,,,,
325.6,166.4,0,174,8.9,881.6,790,28,61.24,,,,,,,,
337.9,189,0,174.9,9.5,944.7,755.8,91,67.8,,,,,,,,
222.4,0,96.7,189.3,4.5,967.1,870.3,28,24.89,,,,,,,,
212,0,124.8,159,7.8,1085.4,799.5,100,47.82,,,,,,,,
181.4,0,167,169.6,7.6,1055.6,777.8,56,35.57,,,,,,,,
531.3,0,0,141.8,28.2,852.1,893.7,56,58.8,,,,,,,,
337.9,189,0,174.9,9.5,944.7,755.8,7,35.1,,,,,,,,
302,0,0,203,0,974,817,28,21.75,,,,,,,,
313.3,262.2,0,175.5,8.6,1046.9,611.8,3,28.8,,,,,,,,
332.5,142.5,0,228,0,932,594,7,30.28,,,,,,,,
300,0,0,184,0,1075,795,7,15.58,,,,,,,,
337.9,189,0,174.9,9.5,944.7,755.8,3,24.1,,,,,,,,
388.6,97.1,0,157.9,12.1,852.1,925.7,7,34.9,,,,,,,,
491,26,123,201,3.9,822,699,3,29.55,,,,,,,,
165,0,143.6,163.8,0,1005.6,900.9,3,14.4,,,,,,,,
252.3,0,98.8,146.3,14.2,987.8,889,56,55.83,,,,,,,,
349,0,0,192,0,1056,809,3,15.87,,,,,,,,
427.5,47.5,0,228,0,932,594,270,43.01,,,,,,,,
249.1,0,98.8,158.1,12.8,987.8,889,3,15.36,,,,,,,,
203.5,135.7,0,185.7,0,1076.2,759.3,28,22.63,,,,,,,,
132,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31,,,,,,,,
387,20,94,157,11.6,938,845,3,34.77,,,,,,,,
425,106.3,0,151.4,18.6,936,803.7,3,36.3,,,,,,,,
312.7,144.7,0,127.3,8,999.7,822.2,28,44.52,,,,,,,,
375,93.8,0,126.6,23.4,852.1,992.6,28,56.7,,,,,,,,
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,,,,,,,,
300,0,0,184,0,1075,795,28,26.85,,,,,,,,
162,190,148,179,19,838,741,28,33.76,,,,,,,,
310,0,0,192,0,970,850,180,37.33,,,,,,,,
310,0,0,192,0,1012,830,120,38.7,,,,,,,,
401.8,94.7,0,147.4,11.4,946.8,852.1,56,73.7,,,,,,,,
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,,,,,,,,
153,145,113,178,8,1002,689,28,25.56,,,,,,,,
273,105,82,210,9,904,680,28,37.17,,,,,,,,
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,,,,,,,,
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,,,,,,,,
516,0,0,162,8.2,801,802,28,41.37,,,,,,,,
116,173,0,192,0,909.8,891.9,7,10.09,,,,,,,,
331,0,0,192,0,1025,821,7,17.44,,,,,,,,
212.1,0,121.6,180.3,5.7,1057.6,779.3,100,39.61,,,,,,,,
155,0,143,193,9,1047,697,28,12.46,,,,,,,,
401.8,94.7,0,147.4,11.4,946.8,852.1,3,41.1,,,,,,,,
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83,,,,,,,,
158.4,0,194.9,219.7,11,897.7,712.9,28,8.54,,,,,,,,
265,111,86,195,6,833,790,28,41.54,,,,,,,,
237.5,237.5,0,228,0,932,594,270,38.41,,,,,,,,
290.4,0,96.2,168.1,9.4,961.2,865,3,22.5,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3,,,,,,,,
277.1,0,97.4,160.6,11.8,973.9,875.6,14,41.89,,,,,,,,
213.5,0,174.2,154.6,11.7,1052.3,775.5,14,33.7,,,,,,,,
146,173,0,182,3,986,817,28,23.74,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2,,,,,,,,
500.1,0,0,200,3,1124.4,613.2,28,44.13,,,,,,,,
295.7,0,95.6,171.5,8.9,955.1,859.2,56,48.72,,,,,,,,
213.5,0,174.2,154.6,11.7,1052.3,775.5,56,51.43,,,,,,,,
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61,,,,,,,,
491,26,123,201,3.9,822,699,28,57.92,,,,,,,,
148.1,0,182.1,181.4,15,838.9,884.3,28,15.53,,,,,,,,
313.3,262.2,0,175.5,8.6,1046.9,611.8,91,66.6,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3,,,,,,,,
250,0,95.7,191.8,5.3,948.9,857.2,100,41.16,,,,,,,,
212,0,124.8,159,7.8,1085.4,799.5,56,45.08,,,,,,,,
148,0,137,158,16,1002,830,28,17.95,,,,,,,,
393,0,0,192,0,940.6,785.6,28,39.6,,,,,,,,
286.3,200.9,0,144.7,11.2,1004.6,803.7,3,24.4,,,,,,,,
233.8,0,94.6,197.9,4.6,947,852.2,100,34.56,,,,,,,,
213.7,0,174.7,154.8,10.2,1053.5,776.4,56,46.64,,,,,,,,
254,0,0,198,0,968,863,180,27.63,,,,,,,,
475,0,0,228,0,932,594,365,41.93,,,,,,,,
379.5,151.2,0,153.9,15.9,1134.3,605,91,56.5,,,,,,,,
355.9,0,141.6,193.3,11,801.4,778.4,28,40.87,,,,,,,,
153,145,0,178,8,1000,822,28,19.01,,,,,,,,
318,0,126,210,6,861,737,28,40.06,,,,,,,,
159.1,186.7,0,175.6,11.3,989.6,788.9,28,32.77,,,,,,,,
285,190,0,163,7.6,1031,685,28,53.58,,,,,,,,
379.5,151.2,0,153.9,15.9,1134.3,605,3,28.6,,,,,,,,
314,145,113,179,8,869,690,28,46.23,,,,,,,,
331,0,0,192,0,879,825,3,13.52,,,,,,,,
424,22,132,178,8.5,822,750,28,62.05,,,,,,,,
159,149,116,175,15,953,720,28,27.68,,,,,,,,
318.8,212.5,0,155.7,14.3,852.1,880.4,56,66.1,,,,,,,,
168,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82,,,,,,,,
385,0,0,186,0,966,763,7,23.22,,,,,,,,
212.1,0,121.6,180.3,5.7,1057.6,779.3,56,34.2,,,,,,,,
194.7,0,100.5,165.6,7.5,1006.4,905.9,14,24.99,,,,,,,,
239.6,359.4,0,185.7,0,941.6,664.3,28,39.44,,,,,,,,
310,0,0,192,0,970,850,360,38.11,,,,,,,,
181.4,0,167,169.6,7.6,1055.6,777.8,14,21.6,,,,,,,,
310,0,0,192,0,970,850,90,34.68,,,,,,,,
375,0,0,186,0,1038,758,28,38.21,,,,,,,,
310,0,0,192,0,970,850,7,14.99,,,,,,,,
297,0,0,186,0,1040,734,7,30.96,,,,,,,,
295.7,0,95.6,171.5,8.9,955.1,859.2,3,22.95,,,,,,,,
475,118.8,0,181.1,8.9,852.1,781.5,7,55.6,,,,,,,,
144,15,195,176,6,1021,709,28,15.34,,,,,,,,
446,24,79,162,10.3,967,712,56,54.77,,,,,,,,
321.4,0,127.9,182.5,11.5,870.1,779.7,28,37.27,,,,,,,,
350,0,0,203,0,974,775,7,18.13,,,,,,,,
313.3,145,0,178.5,8,867.2,824,28,40.93,,,,,,,,
316.1,210.7,0,185.7,0,977,689.3,7,24.44,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9,,,,,,,,
397,0,0,185.7,0,1040.6,734.3,28,33.08,,,,,,,,
540,0,0,173,0,1125,613,28,67.31,,,,,,,,
313.3,262.2,0,175.5,8.6,1046.9,611.8,28,59.8,,,,,,,,
355,19,97,145,12.3,967,871,28,55.45,,,,,,,,
307,0,0,193,0,968,812,28,27.53,,,,,,,,
312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.45,,,,,,,,
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5,,,,,,,,
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,,,,,,,,
143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3,,,,,,,,
153,102,0,192,0,888,943.1,28,17.96,,,,,,,,
194.7,0,100.5,170.2,7.5,998,901.8,100,44.28,,,,,,,,
142,167,130,174,11,883,785,28,44.61,,,,,,,,
272.8,181.9,0,185.7,0,1012.4,714.3,28,31.38,,,,,,,,
133,200,0,192,0,927.4,839.2,90,36.59,,,,,,,,
387,20,94,157,11.6,938,845,7,41.67,,,,,,,,
389.9,189,0,145.9,22,944.7,755.8,91,82.6,,,,,,,,
332.5,142.5,0,228,0,932,594,270,40.27,,,,,,,,
190,190,0,228,0,932,670,90,42.33,,,,,,,,
275.1,0,121.4,159.5,9.9,1053.6,777.5,56,56.85,,,,,,,,
166.1,0,163.3,176.5,4.5,1058.6,780.1,14,25.48,,,,,,,,
469,117.2,0,137.8,32.2,852.1,840.5,3,40.2,,,,,,,,
356,119,0,160,9,1061,657,28,59,,,,,,,,
307,0,0,193,0,968,812,365,36.15,,,,,,,,
200,133,0,192,0,965.4,806.2,7,17.17,,,,,,,,
313,145,0,178,8,867,824,28,44.39,,,,,,,,
251.8,0,99.9,146.1,12.4,1006,899.8,3,21.02,,,,,,,,
218.9,0,124.1,158.5,11.3,1078.7,794.9,3,15.34,,,,,,,,
277,0,0,191,0,968,856,14,21.26,,,,,,,,
520,0,0,175,5.2,870,805,28,51.02,,,,,,,,
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,,,,,,,,
401.8,94.7,0,147.4,11.4,946.8,852.1,28,68.5,,,,,,,,
397,0,0,186,0,1040,734,28,36.94,,,,,,,,
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3,,,,,,,,
236,157,0,192,0,972.6,749.1,3,13.57,,,,,,,,
141.3,212,0,203.5,0,971.8,748.5,90,39.66,,,,,,,,
231.8,0,121.6,174,6.7,1056.4,778.5,28,33.73,,,,,,,,
349,0,0,192,0,1047,806,180,41.05,,,,,,,,
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,,,,,,,,
491,26,123,210,3.9,882,699,3,25.61,,,,,,,,
213.5,0,174.2,159.2,11.7,1043.6,771.9,28,44.64,,,,,,,,
393,0,0,192,0,940,758,28,39.58,,,,,,,,
305.3,203.5,0,203.5,0,965.4,631,7,25.89,,,,,,,,
298,0,107,210,11,880,744,28,31.87,,,,,,,,
287,121,94,188,9,904,696,28,41.94,,,,,,,,
425,106.3,0,151.4,18.6,936,803.7,28,61.8,,,,,,,,
250.2,166.8,0,203.5,0,977.6,694.1,90,47.71,,,,,,,,
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,,,,,,,,
284,119.7,0,168.3,7.2,970.4,794.2,28,40.93,,,,,,,,
424,22,132,178,8.5,882,750,3,32.01,,,,,,,,
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,,,,,,,,
350,0,0,203,0,974,775,180,32.72,,,,,,,,
202,11,141,206,1.7,942,801,28,21.97,,,,,,,,
139.6,209.4,0,192,0,1047,806.9,28,28.24,,,,,,,,
238,0,0,185,0,1118,789,28,17.54,,,,,,,,
424,22,132,168,8.9,822,750,7,40.29,,,,,,,,
239.6,359.4,0,185.7,0,941.6,664.3,7,25.42,,,,,,,,
401.8,94.7,0,147.4,11.4,946.8,852.1,91,75.5,,,,,,,,
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29,,,,,,,,
446,24,79,162,11.6,967,712,3,25.02,,,,,,,,
154,144,112,220,10,923,658,28,16.5,,,,,,,,
380,0,0,228,0,932,670,365,52.52,,,,,,,,
178,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,,,,,,,,
164,163,128,197,8,961,641,28,27.23,,,,,,,,
160,250,0,168,12,1049,688,28,39.45,,,,,,,,
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,,,,,,,,
165,0,143.6,163.8,0,1005.6,900.9,100,37.96,,,,,,,,
233.8,0,94.6,197.9,4.6,947,852.2,28,22.84,,,,,,,,
316.1,210.7,0,185.7,0,977,689.3,28,38.7,,,,,,,,
323.7,282.8,0,183.8,10.3,942.7,659.9,56,80.2,,,,,,,,
250,0,95.7,191.8,5.3,948.9,857.2,28,27.22,,,,,,,,
387,20,94,157,14.3,938,845,28,50.24,,,,,,,,
158,0,195,220,11,898,713,28,8.54,,,,,,,,
288,192,0,192,0,932,717.8,3,16.11,,,,,,,,
213.5,0,174.2,154.6,11.7,1052.3,775.5,100,59.3,,,,,,,,
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71,,,,,,,,
190.3,0,125.2,166.6,9.9,1079,798.9,3,12.55,,,,,,,,
313,0,0,178,8,1000,822,28,25.1,,,,,,,,
296,0,0,192,0,1085,765,90,29.39,,,,,,,,
359,19,141,154,10.9,942,801,28,62.94,,,,,,,,
153.1,145,113,178.5,8,867.2,824,28,26.23,,,,,,,,
298,0,107,186,6,879,815,28,42.64,,,,,,,,
140,133,103,200,7,916,753,28,36.44,,,,,,,,
139.6,209.4,0,192,0,1047,806.9,180,44.21,,,,,,,,
147,115,89,202,9,860,829,28,19.99,,,,,,,,
288,192,0,192,0,932,717.8,7,23.52,,,,,,,,
183.9,122.6,0,203.5,0,959.2,800,7,10.79,,,,,,,,
203.5,305.3,0,203.5,0,963.4,630,3,9.56,,,,,,,,
144.8,0,133.6,180.8,11.1,979.5,811.5,28,13.2,,,,,,,,
141.3,212,0,203.5,0,971.8,748.5,7,10.39,,,,,,,,
297.2,0,117.5,174.8,9.5,1022.8,753.5,3,21.91,,,,,,,,
135,0,166,180,10,961,805,28,13.29,,,,,,,,
531.3,0,0,141.8,28.2,852.1,893.7,3,41.3,,,,,,,,
276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.28,,,,,,,,
342,38,0,228,0,932,670,270,55.06,,,,,,,,
540,0,0,173,0,1125,613,7,52.61,,,,,,,,
